complaint_id,product,sub_product,issue,company,state,city,zip_code,status,company_response_to_consumer,timely_response,consumer_disputed,response_time_days
101166,Debt Collection,Collections,Incorrect information,Acme Bank,,Charlotte,28900,Resolved,,N,FALSE,17
100607,Student  Loan,Rewards,Identity theft,Acme Bank,Pa,Los Angeles,68819,  ,Closed,TRUE,FALSE,51
100510,Mortgage,Fixed loan,Fees,,Fl,Charlotte,67210,Closed,In progress,TRUE,No,58
101707,Mortgage,,Collection harassment,Metro Loans,,Los Angeles,,Open,,FALSE,,-4
100697,Credit Reporting,Fixed loan,Other,FinServ Co,Nc,,71897,  ,,TRUE,,44
101415,Mortgage,Rewards,Other,,Mi,Atlanta,56982,Closed,,TRUE,N,38
100047,Student Loan,Rewards,Billing disputes,,Oh,Columbus,71273,Resolved,,Y,,53
101614,Bank Account,Fixed loan,Identity theft,,Fl,Houston,77385,Open,,No,N,17
101668,Credit Reporting,,Other,Acme Bank,Nc,New York,97276,  ,Closed with explanation,No,Y,58
101855,Mortgage,Adjustable loan,Collection harassment,,Il,Chicago,00123,Resolved,,FALSE,Yes,57
101247,Mortgage,,Incorrect information,United Credit,,New York,75808,Resolved,Closed,N,TRUE,17
100836,Debt Collection,Collections,Other,,Nc,,95401,  ,,Y,FALSE,43
101538,,,Incorrect information,,Nc,Los Angeles,79922,Resolved,,,N,50
101696,Mortgage,Interest rate,Identity theft,United Credit,Tx,,38742,  ,In progress,Yes,,50
100383,Student  Loan,,Other,FinServ Co,Il,Charlotte,36983,,Closed,No,TRUE,1
101397,Mortgage,Interest rate,Other,United Credit,Ca,,29299,Resolved,,,,30
100838,Credit Card,Interest rate,Billing disputes,,Ga,Houston,20096,In Progress,,No,,47
101356,Mortgage,,Incorrect information,FinServ Co,Tx,,64022,In Progress,,Y,Yes,13
100110,Mortgage,Collections,Collection harassment,Northstar Finance,Pa,Philadelphia,00000,  ,,,N,27
101610,Credit Card,Interest rate,Incorrect information,Metro Loans,Il,,49626,,,,TRUE,9
101701,Mortgage,Collections,Fees,United Credit,,Columbus,52790,Closed,Closed,,Yes,30
100292,Credit Card,Interest rate,Fees,Acme Bank,,New York,96807,Resolved,,TRUE,,47
100227,Student  Loan,Adjustable loan,Incorrect information,United Credit,,New York,,  ,In progress,FALSE,Yes,14
101960,Credit  Card,,Other,Acme Bank,Ny,,97309,,In progress,,,10
100463,Bank Account,Fixed loan,Other,United Credit,Nc,Detroit,46872,Resolved,Closed,,No,9
100445,Debt  Collection,Adjustable loan,Collection harassment,,Ca,New York,40074,Closed,In progress,FALSE,,27
100953,Debt  Collection,Fixed loan,Other,,,New York,,Open,Closed with explanation,N,Y,38
100022,Credit  Card,Adjustable loan,Collection harassment,United Credit,Il,Atlanta,68476,Resolved,,,,59
100464,Credit Reporting,Rewards,Billing disputes,,,,89436,,,,,49
101193,Mortgage,Adjustable loan,Other,Metro Loans,Nc,New York,43268,Resolved,In progress,,N,8
101811,Debt Collection,Interest rate,Identity theft,Acme Bank,Tx,Miami,28069,,Closed with explanation,No,N,16
100792,Student  Loan,,Identity theft,FinServ Co,Oh,Charlotte,60599,  ,Closed with explanation,Yes,N,12
100668,Student  Loan,Rewards,Fees,Northstar Finance,Fl,Detroit,97667,Open,In progress,Y,,56
101863,Debt  Collection,Interest rate,Other, ,Il,Columbus,44798,Resolved,In progress,Yes,TRUE,7
101375,Student Loan,Collections,Fees,,,Philadelphia,80966,Open,,No,Yes,24
100171,Credit Card,,Other,,,,99490,In Progress,,Yes,,29
100304,Bank Account,Collections,Incorrect information,FinServ Co,Fl,,,Open,Closed,,Yes,19
100521,Credit Reporting,Rewards,Other,Northstar Finance,Ga,Charlotte,00000,,Closed,No,,3
100019,Bank Account,,Fees,Metro Loans,Ny,Columbus,00000,Open,,No,,-5
100934,Mortgage,Adjustable loan,Fees,Metro Loans,Ny,Houston,22614,In Progress,Closed with explanation,Yes,No,17
101165,Credit Card,Adjustable loan,Collection harassment,,Oh,,54766,Resolved,,No,Yes,20
101907,Bank Account,,Other,Acme Bank,Pa,Philadelphia,21680,Open,,,TRUE,21
100421,Student  Loan,Rewards,Other,,Oh,Detroit,,,In progress,Y,FALSE,23
101643,Student  Loan,,Incorrect information,,,Los Angeles,22533,Open,Closed with explanation,TRUE,FALSE,32
101792,Student Loan,Fixed loan,Identity theft,Acme Bank,,Chicago,86007,Resolved,,FALSE,,28
100152,Student  Loan,Adjustable loan,Fees,FinServ Co,Pa,,56722,Closed,,,N,7
100011,Debt Collection,Collections,Fees, ,Fl,,13669,Resolved,,,No,27
101646,Student  Loan,Interest rate,Fees,Northstar Finance,Ga,Los Angeles,00000,,,No,TRUE,21
101462,Debt Collection,Adjustable loan,,FinServ Co,,Charlotte,45185,Open,Closed,FALSE,Y,9
100109,Student Loan,Fixed loan,Collection harassment,,,,27437,Resolved,Closed with explanation,No,Yes,8
100866,,Adjustable loan,Billing disputes,United Credit,,Miami,,  ,Closed with explanation,Yes,TRUE,14
100324,Credit  Card,Rewards,Incorrect information,United Credit,Fl,Los Angeles,63388,In Progress,,,FALSE,21
101689,Credit Card,,Identity theft,FinServ Co,Mi,,68346,,,Yes,No,38
100672,Bank Account,,Incorrect information,Metro Loans,,Charlotte,17104,In Progress,,FALSE,Yes,0
101399,Credit Card,,Other,United Credit,Ny,New York,75920,Resolved,Closed with explanation,N,TRUE,0
101192,Mortgage,,Identity theft,Northstar Finance,,New York,,  ,Closed with explanation,FALSE,Yes,45
101423,Credit Reporting,Adjustable loan,Billing disputes,FinServ Co,Nc,Atlanta,69515,Resolved,In progress,TRUE,No,57
101558,Bank Account,Rewards,Other,Metro Loans,Nc,,38748,,,Y,N,-1
101651,Student Loan,Interest rate,,Metro Loans,,Houston,54644,Closed,Closed with explanation,Y,TRUE,31
101086,Debt Collection,,Incorrect information,Metro Loans,Ca,New York,99290,Open,,Yes,,45
101411,Credit Reporting,Adjustable loan,Identity theft,Metro Loans,Pa,Detroit,62761,Resolved,,Yes,FALSE,2
101831,Credit Card,Rewards,Identity theft, ,Ga,Los Angeles,,,Closed with explanation,,TRUE,1
101294,Debt Collection,Fixed loan,Fees,United Credit,,Los Angeles,81812,Open,In progress,Yes,Yes,59
100938,Debt Collection,,Fees,Metro Loans,,Detroit,53755,In Progress,,No,,14
101283,Student Loan,Fixed loan,Other,Northstar Finance,Fl,Los Angeles,11243,,Closed with explanation,,,48
100283,Bank Account,Interest rate,Collection harassment,United Credit,Oh,,00123,,Closed,Y,Y,8
100873,,,Other,,Oh,New York,41501,Closed,In progress,N,N,-2
100648,Bank Account,Adjustable loan,Other,,,Houston,,Closed,Closed with explanation,TRUE,Yes,-1
101980,,Fixed loan,Other,,Tx,Detroit,,In Progress,,Yes,No,5
100303,Credit Reporting,Adjustable loan,Incorrect information,,Ny,Detroit,00000,Closed,In progress,Yes,TRUE,57
100875,Mortgage,Fixed loan,Fees,Metro Loans,Mi,Charlotte,88618,Resolved,,FALSE,,18
100158,Mortgage,Interest rate,Identity theft,,Oh,Los Angeles,50314,  ,Closed with explanation,N,Y,13
100753,Credit Reporting,Interest rate,Other,FinServ Co,Mi,,00000,In Progress,In progress,TRUE,,7
101854,Debt Collection,Interest rate,Identity theft,United Credit,Pa,Los Angeles,,,Closed with explanation,TRUE,No,23
101530,Bank Account,,Other,Metro Loans,,New York,,In Progress,,Yes,,16
101464,Debt Collection,Interest rate,Collection harassment,FinServ Co,Pa,,23494,Open,Closed,,,53
100598,Credit Card,Rewards,Billing disputes,Northstar Finance,,Atlanta,40051,In Progress,,TRUE,TRUE,53
100186,Credit Reporting,,Incorrect information,FinServ Co,Pa,New York,70101,Open,,Y,Y,31
101547,Bank Account,Collections,Fees,,,Los Angeles,29550,Resolved,,TRUE,No,6
100632,Credit Reporting,Fixed loan,Fees,Acme Bank,Pa,Columbus,80560,In Progress,,Yes,FALSE,58
101124,Credit Reporting,Interest rate,Billing disputes,United Credit,,New York,64739,Closed,Closed,No,,48
101876,Credit Card,,Fees,Metro Loans,Ca,Miami,99542,Open,,Yes,TRUE,25
101556,Credit  Card,Adjustable loan,Fees,,Ny,Los Angeles,00123,  ,Closed with explanation,Y,Y,12
100424,Debt Collection,Interest rate,Other,,,,67585,  ,,,FALSE,27
100099,Student Loan,,Fees,FinServ Co,Ny,Atlanta,24402,Open,Closed with explanation,TRUE,No,-3
100413,Mortgage,,Identity theft,FinServ Co,,Houston,86875,Closed,Closed,TRUE,N,59
101500,Credit Card,Fixed loan,Fees,Northstar Finance,Ga,,68351,Open,,TRUE,FALSE,49
101632,Debt Collection,Interest rate,Billing disputes,Metro Loans,Mi,Miami,96264,,,,,1
101234,,Interest rate,Collection harassment,,Ny,Los Angeles,58372,Closed,,,Y,52
100495,Student  Loan,Adjustable loan,Collection harassment,United Credit,Fl,,00123,Closed,,Yes,,24
100832,Bank Account,,Billing disputes,,Tx,,,In Progress,,Yes,Y,26
101505,Credit Card,Interest rate,Fees,,Il,,35616,  ,Closed,FALSE,N,10
101748,Bank Account,Adjustable loan,,FinServ Co,Ga,,,Resolved,In progress,,Yes,-1
101749,Credit Reporting,Rewards,Fees,FinServ Co,,Charlotte,,,,TRUE,No,21
101470,Student Loan,Collections,Billing disputes,Acme Bank,Ca,,59238,,,Y,No,50
101155,Bank Account,Collections,Identity theft,,Oh,New York,51984,Open,Closed with explanation,N,FALSE,16
100724,,Collections, , ,Oh,,25682,Closed,Closed,N,,-1
100663,Bank Account,,Fees,Acme Bank,Ny,New York,63390,  ,,,,51
101954,Credit Card,Collections,Collection harassment,Acme Bank,Oh,Los Angeles,,  ,,No,,-3
101115,Student Loan,,Incorrect information,FinServ Co,,Charlotte,30570,In Progress,,TRUE,No,58
101017,Credit Card,, ,Acme Bank,Pa,,32993,Closed,In progress,TRUE,FALSE,6
100123,Debt  Collection,,Collection harassment,Metro Loans,,,96525,Resolved,In progress,Y,Y,57
101599,Mortgage,,Billing disputes,Northstar Finance,Mi,Miami,91097,  ,,N,TRUE,57
100736,Student  Loan,,Billing disputes,Northstar Finance,Mi,New York,15708,  ,,N,Yes,25
100327,Student Loan,Rewards,Collection harassment,Northstar Finance,Oh,Miami,19865,  ,,Y,,47
101272,Student  Loan,Adjustable loan,Fees,,Ca,,31422,Open,In progress,No,No,32
100172,Bank Account,Adjustable loan,Collection harassment,Acme Bank,Mi,Columbus,,  ,Closed with explanation,No,,-2
101263,Credit Card,,Identity theft,,Oh,Miami,50975,In Progress,,,,15
101239,Credit Card,,Identity theft,Northstar Finance,Pa,New York,80651,Resolved,,,TRUE,21
101305,Mortgage,Adjustable loan,Fees,,,Miami,00123,  ,Closed,TRUE,No,-3
101416,Mortgage,Adjustable loan,,Northstar Finance,,Houston,96119,  ,,N,TRUE,26
100086,Debt Collection,Rewards,Other,Acme Bank,Il,Detroit,30925,Resolved,,FALSE,N,48
100246,Debt Collection,,Incorrect information,United Credit,Ny,Los Angeles,,Open,,FALSE,Yes,18
100386,Debt Collection,Fixed loan,Identity theft, ,,Columbus,12798,Open,Closed,FALSE,No,32
100872,Student Loan,,Collection harassment,FinServ Co,Pa,,23103,Resolved,In progress,,,44
101051,,Collections,Fees,,Ca,Los Angeles,97214,Closed,,No,TRUE,21
101637,Credit Reporting,Adjustable loan,Other,,Mi,New York,63332,Closed,Closed,Y,No,40
101935,Debt Collection,Rewards,Other,Acme Bank,Tx,Chicago,63810,Open,In progress,Y,Yes,21
100479,Debt Collection,Interest rate,Fees,United Credit,,Philadelphia,,Resolved,Closed,,,32
100397,Student  Loan,Rewards,Billing disputes,,,New York,76934,  ,,FALSE,,16
101969,Mortgage,Adjustable loan,Collection harassment,,,Chicago,61632,In Progress,In progress,,TRUE,9
101146,Credit Reporting,Rewards,Collection harassment,Metro Loans,,Columbus,11028,  ,Closed with explanation,TRUE,Yes,11
101048,Credit Reporting,Interest rate,Billing disputes,United Credit,Il,Los Angeles,38745,,,Y,TRUE,8
101577,Debt Collection,Fixed loan,Identity theft,,,New York,88184,,,No,N,24
100087,Credit Reporting,Rewards,Identity theft,FinServ Co,Tx,Columbus,37613,Open,,TRUE,,17
101068,Student Loan,Interest rate,Billing disputes,United Credit,Ga,New York,00000,Open,In progress,TRUE,,3
100326,Mortgage,Interest rate,Fees,FinServ Co,Pa,Houston,45400,Closed,,N,N,23
101369,Bank Account,Interest rate,Incorrect information,,Ny,Los Angeles,45446,  ,,FALSE,TRUE,35
100270,Credit Reporting,Rewards,Other,,,Charlotte,71902,,Closed with explanation,,,2
100807,Student Loan,Collections,Other,,,,54194,Open,In progress,N,N,42
100353,Credit Card,Adjustable loan,,Northstar Finance,Il,New York,00000,Closed,Closed,,,29
101025,Student  Loan,Fixed loan,Fees,FinServ Co,Nc,,,,Closed,FALSE,Y,29
100592,Credit Card,Interest rate,Collection harassment,Metro Loans,Tx,,,  ,Closed with explanation,,Y,46
101011,Credit Card,Adjustable loan,Fees,FinServ Co,Tx,Philadelphia,00000,Open,Closed with explanation,N,Yes,16
100144,,Rewards,Collection harassment,,Ca,,00000,Resolved,Closed,,FALSE,20
101162,Student Loan,,Other,,Fl,Houston,34867,Closed,In progress,Yes,N,54
101302,,,Fees,,Il,New York,19261,  ,Closed with explanation,N,N,32
101942,Credit Reporting,Rewards,Incorrect information,Acme Bank,Oh,Philadelphia,69594,Open,,N,No,18
100884,Bank Account,Fixed loan,Identity theft,United Credit,Il,Miami,00123,In Progress,In progress,Y,,34
101469,Bank Account,Fixed loan,,United Credit,Il,New York,45102,,,TRUE,FALSE,26
101266,Student  Loan,Fixed loan,Incorrect information,,,,,In Progress,,No,,52
100075,Student Loan,,Billing disputes,Metro Loans,Ga,,66890,In Progress,In progress,Y,Y,9
101546,Bank Account,Fixed loan,Incorrect information,Metro Loans,Ny,Los Angeles,00123,,,FALSE,N,31
101652,Debt Collection,,Collection harassment,Northstar Finance,,,72583,  ,,FALSE,,55
101666,Credit Card,,Identity theft,Metro Loans,Ca,,39668,Resolved,,,TRUE,44
100773,Bank Account,,Collection harassment,Acme Bank,,Philadelphia,35940,  ,In progress,N,N,-3
100591,,Collections,Other,United Credit,,Philadelphia,00123,Resolved,Closed with explanation,Yes,FALSE,54
101571,Bank Account,Fixed loan,Other,Northstar Finance,Mi,Philadelphia,74316,Open,Closed with explanation,N,FALSE,9
101922,Mortgage,Adjustable loan,Identity theft,Northstar Finance,,Chicago,,Resolved,Closed with explanation,Y,,20
100617,Credit Reporting,Collections,Billing disputes,,Ca,Miami,60825,,Closed,,Yes,31
100867,Student Loan,Interest rate, ,,,New York,,  ,,FALSE,Yes,50
101275,Debt  Collection,Interest rate,Fees,,Il,Charlotte,54238,Resolved,,,,12
100749,Credit Reporting,Adjustable loan,Billing disputes,Metro Loans,Il,New York,90752,Resolved,In progress,N,Yes,53
101214,Student Loan,,Collection harassment,,Ny,Los Angeles,00000,Open,,Yes,Y,17
100268,Bank Account,Fixed loan,Fees,,Il,Detroit,00000,,,FALSE,,35
101860,Mortgage,,Other,Metro Loans,Il,Los Angeles,45368,Resolved,,,,16
101664,Student Loan,,Collection harassment,Metro Loans,,Detroit,55102,,,N,No,-5
101997,Student  Loan,,Other,Metro Loans,,Chicago,99599,Closed,Closed with explanation,TRUE,No,56
100685,Mortgage,Adjustable loan,Incorrect information,Acme Bank,Il,Los Angeles,59848,In Progress,Closed,Yes,FALSE,22
100328,Student Loan,Rewards,Billing disputes,United Credit,Ca,Houston,55375,  ,,No,Y,36
101323,Student Loan,Fixed loan,Fees,FinServ Co,Ny,Chicago,46092,Closed,Closed,Yes,No,22
100377,Mortgage,Fixed loan,Collection harassment,FinServ Co,Ny,Miami,67218,Open,,,Yes,59
101173,Debt  Collection,Collections,Collection harassment,,Oh,Chicago,62415,  ,In progress,No,,9
101420,Student Loan,Collections,Other,,,Houston,95529,Closed,Closed with explanation,N,Yes,27
101702,Debt Collection,,Fees,United Credit,,New York,00000,In Progress,,Y,No,15
100456,Student  Loan,Collections,Other,,,Atlanta,22678,In Progress,,Y,No,19
101578,Credit Reporting,Fixed loan,Collection harassment,United Credit,,Charlotte,49859,,,Yes,Yes,47
101612,Bank Account,Fixed loan,Incorrect information,Northstar Finance,Tx,Chicago,52281,Closed,,Yes,N,-3
101886,,Interest rate,Identity theft,Northstar Finance,Fl,Charlotte,53034,  ,,FALSE,Yes,27
100679,Credit Reporting,Rewards,Collection harassment,Acme Bank,Ca,Philadelphia,73268,Closed,,Y,,50
100106,Debt  Collection,Collections,,,Pa,Los Angeles,63304,  ,Closed with explanation,No,N,11
101322,Credit Card,Rewards,Identity theft,FinServ Co,Pa,Miami,63635,,,N,No,6
101067,Debt Collection,Fixed loan,,Northstar Finance,Ga,,00123,,,N,N,12
101185,Mortgage,,Identity theft,United Credit,,Los Angeles,44873,Closed,In progress,N,FALSE,34
100693,Credit Reporting,Rewards,Fees,Northstar Finance,Pa,New York,11976,Resolved,,No,,5
101948,Credit Reporting,Interest rate,Incorrect information,,,,00123,  ,,Y,,8
100939,Credit Card,Adjustable loan,Identity theft,FinServ Co,Il,Philadelphia,96658,Closed,,Y,Y,9
101839,,Rewards,Other,,Fl,Chicago,36534,  ,,Y,Y,11
101564,Credit Reporting,,Identity theft,Acme Bank,Ga,Detroit,,Closed,,,,-4
101262,Mortgage,Rewards,Identity theft,Acme Bank,Ny,,75041,,Closed with explanation,TRUE,TRUE,36
100140,Credit Reporting,Adjustable loan,Incorrect information,,Nc,New York,82149,Resolved,,FALSE,,37
101219,Debt  Collection,Rewards,Collection harassment,United Credit,Ca,Philadelphia,95606,,Closed,N,FALSE,49
101461,Bank Account,Fixed loan,Billing disputes,,Il,Miami,00123,Open,,,TRUE,4
101381,Credit Card,,Identity theft,,,Miami,00000,  ,,,FALSE,59
101642,Credit Reporting,Rewards,Other,,Mi,Houston,22449,Resolved,,Yes,TRUE,9
101433,Credit Reporting,Collections,Other,FinServ Co,Fl,Miami,61020,,,,,33
100378,Bank Account,Collections,Other,Northstar Finance,Il,Houston,43366,Open,In progress,Y,TRUE,-2
101021,Credit Reporting,Interest rate,Incorrect information,Northstar Finance,Mi,Atlanta,31169,  ,In progress,N,TRUE,23
101189,Credit Card,,,,Ny,Chicago,44719,,Closed with explanation,,Y,45
100052,,Collections,Identity theft,,Mi,Los Angeles,62520,Closed,Closed with explanation,TRUE,N,15
100771,Credit Reporting,Rewards,,Metro Loans,Tx,New York,,Resolved,Closed,TRUE,N,19
100883,Bank Account,Collections,Other,Northstar Finance,Oh,Los Angeles,49277,  ,Closed with explanation,N,Y,25
100269,Mortgage,Collections,Billing disputes,Metro Loans,Il,New York,16237,In Progress,In progress,TRUE,Yes,21
100539,Credit Card,Rewards,Billing disputes,,Pa,Atlanta,62704,Resolved,Closed,Yes,Yes,20
100650,Debt  Collection,,Billing disputes,FinServ Co,Fl,New York,87733,Closed,Closed with explanation,N,No,7
100504,Mortgage,Rewards,Billing disputes,FinServ Co,Ny,,59387,Closed,Closed,FALSE,TRUE,56
101998,,Adjustable loan,Billing disputes,FinServ Co,Fl,Columbus,65673,,,No,TRUE,2
101400,Credit Reporting,,Fees,United Credit,,Atlanta,90664,Closed,Closed with explanation,Y,TRUE,35
101866,,Fixed loan,Fees,,Pa,,92766,  ,,,FALSE,24
101251,Debt  Collection,Rewards,Identity theft,Metro Loans,Pa,Los Angeles,00000,Open,Closed with explanation,,,2
101082,Student  Loan,Interest rate,Collection harassment,,Il,Columbus,34529,Resolved,In progress,,No,5
100265,Credit Card,Adjustable loan,Billing disputes,United Credit,Oh,Miami,82433,Open,Closed with explanation,Yes,,-2
100041,,Rewards,Fees,,Mi,Detroit,24761,Closed,Closed with explanation,Yes,Y,44
101805,Bank Account,Adjustable loan,Fees,,,Miami,00000,,Closed,No,,21
100173,Mortgage,Rewards,Identity theft,FinServ Co,Pa,Detroit,74516,In Progress,Closed with explanation,TRUE,Y,55
100710,Mortgage,Fixed loan,Incorrect information,,Ca,Columbus,,,Closed with explanation,FALSE,Yes,28
100952,Credit Reporting,, ,,Il,,79553,In Progress,,FALSE,,39
101759,Student Loan,Rewards,Fees,United Credit,Ga,,81121,In Progress,,TRUE,,42
100159,Credit Card,Fixed loan,Other,Northstar Finance,,Miami,94588,In Progress,,FALSE,Y,11
100073,Credit Card,Rewards,Other,United Credit,Oh,,88420,Closed,Closed,,FALSE,-2
101868,Bank Account,Collections,Fees,Northstar Finance,Ny,Miami,34803,Open,Closed,N,FALSE,28
101760,Credit Card,Interest rate,Fees,,,,00000,  ,Closed,Yes,,28
101871,Credit Reporting,Adjustable loan,Fees,United Credit,Ca,New York,43016,Resolved,,N,,-5
100788,Credit Card,,Billing disputes,United Credit,,Los Angeles,96401,Resolved,,Y,,43
101170,Student Loan,Rewards,Billing disputes, ,Oh,Columbus,53013,In Progress,Closed,Yes,Y,25
101677,Mortgage,Collections,Billing disputes,United Credit,Ca,Columbus,00123,Resolved,,,FALSE,-1
100333,Debt  Collection,Rewards,Other,Northstar Finance,,Philadelphia,,Closed,,N,FALSE,42
101870,Bank Account,,Collection harassment,Acme Bank,Ca,,85258,  ,,,TRUE,16
100574,Bank Account,Fixed loan,Other,United Credit,,,27006,,,No,Y,57
100294,,Interest rate,Incorrect information,United Credit,Ca,Philadelphia,94069,In Progress,,Y,,6
101142,Credit Reporting,Rewards,Incorrect information,Metro Loans,Oh,New York,55538,Resolved,,TRUE,FALSE,46
100969,Debt  Collection,Fixed loan,Incorrect information,Metro Loans,,Columbus,51572,,In progress,Y,FALSE,22
100059,,Adjustable loan,Billing disputes,,,Miami,90635,,,FALSE,FALSE,9
100210,Credit Reporting,Rewards,Identity theft,Metro Loans,Ga,New York,34116,Open,In progress,TRUE,Yes,6
100615,Credit Card,,Fees,United Credit,Fl,Charlotte,60456,Closed,,FALSE,Y,42
101753,Student  Loan,Collections,Other,,,Philadelphia,20900,Open,Closed,FALSE,,4
101953,Mortgage,Interest rate,Billing disputes,Metro Loans,Nc,Atlanta,83796,Resolved,,,No,43
100241,Debt Collection,Collections,Fees,Northstar Finance,,,90093,In Progress,Closed with explanation,TRUE,TRUE,37
101979,,Fixed loan,Collection harassment,FinServ Co,Oh,Philadelphia,91842,,In progress,Y,TRUE,29
101243,Mortgage,Fixed loan,Billing disputes,Acme Bank,Ca,Miami,75506,,,,Y,46
100420,Debt  Collection,Interest rate,Other,United Credit,Fl,Columbus,52808,  ,Closed,Y,TRUE,5
101946,Credit Reporting,,Incorrect information,,,Miami,21836,Open,Closed with explanation,N,Y,32
100601,Student Loan,Interest rate,,FinServ Co,Ca,Houston,30795,Closed,Closed with explanation,FALSE,,23
101801,Debt Collection,,Fees,Metro Loans,Ga,New York,56678,Closed,In progress,Yes,Y,16
100255,Mortgage,Interest rate,Identity theft, ,Nc,New York,00000,  ,,,TRUE,22
101989,Credit Card,Adjustable loan,Billing disputes,,,,00123,In Progress,,No,,17
100990,Mortgage,Collections,Identity theft, ,,Columbus,20353,,,TRUE,,49
100102,,,Other,,,Charlotte,00123,Closed,,,Y,20
101957,Bank Account,Adjustable loan,Fees,Acme Bank,Ca,Philadelphia,27979,,In progress,N,FALSE,30
101211,Mortgage,,Collection harassment,,Ny,,49701,  ,,,,25
100874,Credit Card,Fixed loan,Collection harassment,United Credit,,Miami,00123,Open,In progress,Yes,N,55
100556,Credit  Card,Rewards,,United Credit,Tx,Philadelphia,78106,Resolved,Closed with explanation,,No,54
101406,Credit Card,Fixed loan,,,Oh,Philadelphia,67604,Resolved,,No,No,29
100031,,Fixed loan,Incorrect information,FinServ Co,,Atlanta,00123,In Progress,Closed with explanation,Yes,N,15
101098,Bank Account,Adjustable loan,Other,,Tx,New York,63725,  ,,No,,-2
100999,Credit Reporting,Interest rate,Fees,FinServ Co,Ny,,88465,  ,Closed,,Yes,52
101341,Bank Account,Rewards,Incorrect information,,Il,Philadelphia,82264,  ,In progress,,Yes,52
101622,Bank Account,Fixed loan,Collection harassment,,Fl,,64945,In Progress,,,,36
101667,Debt Collection,,Other,,,New York,25878,Open,In progress,N,,41
100398,Debt  Collection,Rewards, ,United Credit,Oh,Atlanta,37524,Closed,,Yes,Y,43
100179,Student Loan,,Collection harassment,,Tx,Philadelphia,35989,Open,Closed with explanation,,N,13
101160,Credit Reporting,Fixed loan,Collection harassment,Acme Bank,Ga,Detroit,,  ,Closed with explanation,FALSE,Y,41
101076,Bank Account,Adjustable loan,Billing disputes,,,Miami,00000,  ,Closed,No,N,50
100023,Mortgage,Interest rate,Collection harassment,FinServ Co,Il,Columbus,,Closed,,,Yes,-3
101163,Bank Account,Rewards,Other,Acme Bank,Il,New York,30111,Open,Closed,N,,5
100113,Bank Account,Rewards,Incorrect information,Northstar Finance,Ga,Philadelphia,71678,Open,Closed with explanation,,No,41
100731,Credit Reporting,Interest rate,Fees,Northstar Finance,,New York,72525,Closed,In progress,Y,FALSE,34
100202,Mortgage,Interest rate,Identity theft,Acme Bank,Oh,Chicago,37951,Resolved,Closed with explanation,,Y,-5
100562,Bank Account,Rewards,Collection harassment,,Tx,Charlotte,55340,Resolved,,Yes,No,23
100688,Bank Account,Adjustable loan,Other,,Fl,,00123,  ,,TRUE,Y,15
101127,Credit Card,,Incorrect information,,Ny,Charlotte,37764,Resolved,Closed with explanation,,Yes,35
101583,Credit Reporting,Rewards,Identity theft,Metro Loans,Fl,,34057,In Progress,,N,Y,30
101361,Mortgage,Rewards,Fees,,Oh,,24483,Resolved,,FALSE,TRUE,23
100067,Student Loan,,,,,,56777,Resolved,,N,FALSE,16
101781,Mortgage,Adjustable loan,Identity theft,,Ga,,72278,Resolved,,,FALSE,3
101812,Credit Card,,Fees,FinServ Co,Ga,Atlanta,57160,Open,In progress,N,TRUE,20
101849,Debt Collection,,Incorrect information,,Ca,Columbus,11357,Resolved,,,TRUE,58
100711,Credit Card,Fixed loan,Fees,Acme Bank,Ny,Charlotte,30856,In Progress,In progress,Y,,28
101598,Credit Card,Collections,Other,FinServ Co,Fl,,88076,Resolved,,TRUE,,33
101947,Debt Collection,Fixed loan,Incorrect information,Acme Bank,Oh,,95535,Resolved,Closed with explanation,Y,N,12
100946,Bank Account,,Collection harassment,,Oh,,00123,In Progress,In progress,Y,FALSE,56
100865,Credit Card,Interest rate,Identity theft,United Credit,Ca,New York,32930,In Progress,Closed,No,,40
101151,Credit  Card,,,,Ny,Miami,,In Progress,,Yes,TRUE,11
101539,Student Loan,Adjustable loan,Fees,FinServ Co,Oh,Atlanta,57937,Resolved,,N,FALSE,59
101887,Credit  Card,Fixed loan,Incorrect information,FinServ Co,Tx,New York,26267,,,No,Y,-3
100093,Credit Reporting,Interest rate,Collection harassment,Metro Loans,Nc,Philadelphia,00000,,,TRUE,Y,12
100286,Debt Collection,Rewards,Identity theft,Northstar Finance,Ny,Charlotte,84475,In Progress,,Yes,TRUE,16
100160,Bank Account,,Billing disputes,Metro Loans,,Los Angeles,,  ,In progress,Yes,TRUE,42
100820,Bank Account,Fixed loan,Fees,,Ca,Houston,33824,Closed,,,No,12
100794,Credit Card,Collections,Incorrect information,Northstar Finance,,,93582,Open,Closed with explanation,,FALSE,2
101580,Bank Account,Interest rate,Collection harassment,,Oh,,86531,Open,Closed with explanation,,Yes,3
100509,Credit Reporting,Adjustable loan,Other,,,Miami,32927,Open,In progress,,Y,21
101222,Credit Card,,Identity theft,,,New York,00000,,,Yes,,56
100207,Mortgage,Adjustable loan,,Metro Loans,Ny,Miami,00000,Open,,,TRUE,45
100128,Credit Card,Interest rate,Incorrect information,,Mi,Philadelphia,13054,In Progress,Closed with explanation,,N,6
100069,Student  Loan,Adjustable loan,Collection harassment,Acme Bank,,,30297,In Progress,Closed,No,No,15
100508,Mortgage,Interest rate,Billing disputes,,Mi,,46473,Resolved,,Yes,,47
