Complaint ID,Date Received,Date Sent to Company,Product,Sub-product,Issue,Company,State,ZIP code,City,Company response to consumer,Timely response?,Consumer disputed?,Latitude,Longitude,Status
100485,2024-01-28,2024-03-14,Mortgage ,Interest rate,Other,Unknown,N/A,  ,LOS ANGELES,In progress,N,FALSE,35.648665973638664,-86.62762865136224,  
100486,2023-02-28,2023-04-04,Debt  collection,Collections,Fees,Acme Bank,GA,53615,Unknown,,N,No,60.208342685507084,-100.11087696559629,Closed
100487,2023-12-27,2023-12-30,Credit card ,N/A,Other,Unknown,OH,48587,Philadelphia,In progress,No,Y,34.32417255975841,-91.64895908262841,Open
100488,2023-02-13,2023-02-10,Credit Reporting,Collections,Other,FinServ Co,CA,  ,,Closed,Unknown,TRUE,54.236925678024654,-93.5842541573375,Closed
100489,2023-09-02,2023-10-04,CREDIT CARD,Rewards,Other,Metro Loans,Unknown,123,Columbus,Closed with explanation,Y,No,44.73857168511227,-92.85186219628677,Resolved
100489,2023-11-25,2023-12-20,BANK ACCOUNT,Adjustable loan,Collection harassment,FinServ Co,N/A,  ,Houston,Unknown,,,32.302149204750435,-98.42775528574346,Resolved
100491,2023-12-31,2024-02-26,credit reporting,Collections,Fees,United Credit,N/A,90598,Houston,Closed,N,FALSE,41.1250065205051,-94.46772607260824,Closed
100492,2023-07-29,2023-08-26,N/A,Adjustable loan,Billing disputes,FinServ Co,PA,98324,Los Angeles,Closed with explanation,N,Yes,44.89966368585326,-107.96284412611944,Closed
100493,2024-04-05,2024-05-30,Student Loan,Collections,Incorrect information,,NC,87927,N/A,In progress,Yes,,37.92323465238392,-110.06178556229732,Closed
100494,2024-01-23,2024-01-31,Mortgage ,Collections,Incorrect information,United Credit,OH,20766,Houston,Closed,FALSE,FALSE,45.36587897386609,-99.36105933505254,In Progress
100495,2023-04-15,2023-05-09,Student  loan,Adjustable loan,Collection harassment,United Credit,FL,123,,,Yes,,45.21170011544062,-105.14776380395764,Closed
100496,2023-12-02,2023-12-06,debt collection,Collections,Fees,Unknown,TX,78124,miami,Unknown,FALSE,TRUE,43.67436950415892,-84.09535826750573,In Progress
100497,2024-01-01,2024-02-02,Credit card ,Adjustable loan,Incorrect information,Acme Bank,PA,00000,Atlanta,,Unknown,FALSE,39.38468642366746,-94.59855570692889,Open
100498,2023-06-16,2023-06-23,MORTGAGE,Rewards,Billing disputes,Unknown,GA,40088,Unknown,,Y,N,31.275419374857115,-105.51481390120539,Unknown
100499,2024-01-05,2024-01-31,MORTGAGE,Adjustable loan,Collection harassment,Acme Bank,CA,38006,Unknown,,Unknown,No,38.96250237167337,-101.0654043850558,Unknown
100500,2024-03-25,2024-04-11,,Fixed loan,Incorrect information,United Credit,MI,20534,Unknown,N/A,FALSE,No,40.7324526460109,-97.019934180119,In Progress
100501,2024-02-13,2024-02-20,Mortgage ,Rewards,Billing disputes,N/A,OH,39917,Atlanta,Closed,Yes,Y,26.367643902735228,-99.03002956148916,  
100502,2024-01-17,2024-01-18,Debt Collection,N/A,Identity theft,Northstar Finance,N/A,47973,Miami,Closed with explanation,No,Y,40.68464721193941,-95.63253967065735,Resolved
100503,2023-11-14,2023-12-12,Debt Collection,Fixed loan,Other,Metro Loans,FL,47432,New York,Closed with explanation,FALSE,,38.822391146329,-97.66345455537692,Open
100504,2023-05-16,2023-07-11,MORTGAGE,Rewards,Billing disputes,FinServ Co,NY,59387,,Closed,FALSE,TRUE,30.42361750450532,-112.2565674847008,Closed
100505,2024-02-02,2024-02-09,student loan,N/A,Incorrect information,Unknown,IL,34568,,,Yes,N,37.168955265157706,-119.8590456750391,Open
100506,2023-07-02,2023-07-23,Mortgage ,,Fees,Acme Bank,Unknown,28536,Charlotte,Closed,FALSE,FALSE,37.31707557215991,-102.0860904489199,  
100507,2023-09-24,2023-10-03,Student Loan,Rewards,Billing disputes,N/A,IL,89875,Los Angeles,Closed with explanation,,FALSE,53.01066173445393,-92.74507294901642,  
100508,2023-06-07,2023-07-24,mortgage,Interest rate,Billing disputes,N/A,MI,46473,,,Yes,N/A,200.0,-101.97369034563579,Resolved
100509,2023-06-06,2023-06-27,Credit Reporting,Adjustable loan,Other,N/A,  ,32927,Miami,In progress,Unknown,Y,46.75231675920219,-85.98435886594774,Open
100510,2023-03-20,2023-05-17,MORTGAGE,Fixed loan,Fees,N/A,FL,67210,Charlotte,In progress,TRUE,No,38.67529286856546,-98.81886699298899,Closed
100511,2024-04-25,2024-05-05,credit card,,Identity theft,Metro Loans,NC,58808, new york ,Closed,TRUE,Yes,26.382584382154413,-84.77803935748021,In Progress
100512,2023-03-15,2023-03-15,CREDIT CARD,Adjustable loan,Identity theft,N/A,TX,61879,Houston,,Yes,No,44.20639294175136,400.0,Open
100513,2023-02-13,2023-03-17,Student  loan,Collections,Incorrect information,United Credit,PA,123,Los Angeles,In progress,TRUE,TRUE,34.89269289288721,-87.83713134825533,Open
100514,2024-04-13,2024-05-20,Credit Reporting,Rewards,Collection harassment,Northstar Finance,IL,75083,Los Angeles,,N,,37.150799090084625,-110.38511634207,Closed
100515,2023-10-05,2023-12-03,mortgage,Collections,Collection harassment,Unknown,MI,27306,N/A,,Y,TRUE,32.129201256191706,-98.17859332026798,Resolved
100516,2023-08-07,2023-09-27,Bank account,N/A,Identity theft, ,N/A,85275,N/A,In progress,,N/A,40.00937504744952,-86.12226512517685,Open
100517,2024-01-04,2024-02-25,bank Account,Fixed loan,Collection harassment,Northstar Finance,FL,48164,Columbus,Unknown,No,FALSE,46.95624853135716,-95.62655275241961,Unknown
100518,2023-07-11,2023-08-16,CREDIT CARD,Fixed loan,Other,Northstar Finance,IL,46822,Columbus,Closed with explanation,Yes,N/A,46.02916675932238,-92.80640095001031,In Progress
100519,2023-03-05,2023-03-23,Debt Collection,Adjustable loan,Identity theft,N/A,  ,44963,Columbus,Unknown,N,Y,50.60332655449615,-112.22887305115621,Closed
100520,2023-12-31,2024-01-22,student loan,N/A,Billing disputes,Unknown,OH,48066,Philadelphia,,FALSE,Y,51.595716205678784,-79.16210069391933,Open
100521,2023-03-29,2023-04-01,CREDIT reporting,Rewards,Other,Northstar Finance,GA,00000,Charlotte,Closed,No,,25.178880388192436,-106.26374402565416,Unknown
100522,2023-10-04,2023-10-27,Credit Reporting,Adjustable loan,Fees,Northstar Finance,MI,54701,Philadelphia,Closed with explanation,Unknown,FALSE,31.144656073496076,-118.29425141750195,Resolved
100523,2024-04-19,2024-05-07,Credit card ,Rewards,Collection harassment,Unknown,CA,21412,Detroit,Closed with explanation,FALSE,N,26.842658951714128,-101.86125737825066,Unknown
100524,2024-04-13,2024-04-10,mortgage,N/A,Identity theft,N/A,N/A,60971,Columbus,,Unknown,N/A,43.92351287272713,-122.82483851521066,  
100525,2023-06-30,2023-07-08,Debt Collection,Fixed loan,Identity theft,FinServ Co,PA,123, new york ,Closed,N,,34.648427513405935,-109.20125144791166,Unknown
100526,2024-01-26,2024-02-24,Unknown,N/A,Identity theft,Unknown,MI,19748,N/A,In progress,Yes,Y,36.07573767709249,-72.76488166895554,Unknown
100527,2023-11-03,2023-11-22,bank Account,Collections,Identity theft,FinServ Co,OH,85592,Chicago,In progress,No,TRUE,37.983817976507815,-102.15040777503219,  
100528,2023-08-28,2023-10-26,credit card,Fixed loan,Incorrect information,Northstar Finance,,38136,Los Angeles,Closed,TRUE,N,42.17799481663526,-112.6278716797979,Unknown
100529,2023-03-11,2023-04-06,CREDIT CARD,Fixed loan,Billing disputes,Northstar Finance,NC,63553,Charlotte,Closed with explanation,TRUE,N,29.102752663954806,-98.09702113433882,Unknown
100530,2023-07-08,2023-09-03,credit card,Interest rate,Other,Northstar Finance,TX,25470,Los Angeles,In progress,FALSE,,30.68795576156139,-107.32803745031974,Closed
100530,2023-11-22,2023-12-29,Mortgage ,Fixed loan,Fees,Acme Bank,TX,40537,Chicago,,,FALSE,39.509073445717746,-89.7048080032607,Resolved
100532,2024-05-08,2024-05-05,Student Loan,Collections,Other,Unknown,N/A,44726,miami,In progress,,Yes,47.89122155308127,-107.2454477938604,Unknown
100533,2023-01-03,2023-01-11,Credit  Card,N/A,Fees,N/A,GA,22050,Columbus,Unknown,TRUE,TRUE,39.322218177242405,-95.64266289864841,Unknown
100534,2023-12-25,2024-02-03,CREDIT reporting,Fixed loan,Identity theft,Acme Bank,FL,97600,Unknown,Unknown,Yes,FALSE,33.95838205532577,-109.82059036872458,Open
100535,2024-02-28,2024-03-29,Mortgage ,N/A,Fees,Northstar Finance,TX,38043,Unknown,Unknown,TRUE,TRUE,24.462539237636545,-72.35971855209446,Open
100536,2024-04-20,2024-05-04,credit card,N/A,Billing disputes,Northstar Finance,CA,62445,Houston,N/A,,Y,46.16872909542195,-93.31376279972685,Closed
100537,2023-07-31,2023-08-28,MORTGAGE,Fixed loan,Collection harassment,United Credit,N/A,60896,Atlanta,In progress,,FALSE,34.34847845426664,-99.80505797482466,  
100538,2023-03-01,2023-04-23,Student Loan,Fixed loan,Collection harassment,Metro Loans,Unknown,  ,New York,Closed,,N/A,31.46794158973795,-101.27958250631285,In Progress
100539,2023-05-16,2023-06-05,CREDIT CARD,Rewards,Billing disputes,,PA,62704,Atlanta,Closed,Yes,Yes,27.492723414788532,-103.88599983249364,Resolved
100540,2024-03-01,2024-02-27,Credit card ,Interest rate,Fees,FinServ Co,TX,60933,Chicago,N/A,N,TRUE,29.426294322006243,-105.95913479807517,Open
100541,2024-03-14,2024-03-29,Credit Reporting,N/A,Fees,Northstar Finance,PA,17205,Unknown,In progress,TRUE,N/A,32.771500456823034,-106.23396726181186,Open
100542,2023-11-15,2024-01-09,Bank account,Rewards,Identity theft,Metro Loans,CA,70216,Miami,In progress,No,N,37.82805884664094,-81.56671149538047,  
100543,2023-03-03,2023-04-16,MORTGAGE,Adjustable loan,Billing disputes,,GA,20278,Chicago,In progress,N,Y,31.0388080666754,-103.87613957721238,Closed
100544,2023-03-02,2023-04-20,Student Loan,Collections,Collection harassment,United Credit,NC,49145,New York,,Yes,No,40.79995626283346,-119.6441890663842,Open
100545,2023-08-28,2023-10-21,Credit Reporting,Interest rate,N/A,N/A,Unknown,42823,Houston,N/A,No,No,37.77486582057328,-110.00967720879893,Closed
100546,2023-10-22,2023-10-24,MORTGAGE,N/A,Fees,FinServ Co,IL,50293,Chicago,,Yes,N,55.05394602429169,-89.07275380000861,Closed
100547,2023-01-17,2023-01-30,bank Account,Collections,Identity theft,Acme Bank,TX,16471,Chicago,,Unknown,,27.568898185251367,-100.87324056591336,In Progress
100548,2023-12-10,2023-12-08,Unknown,Rewards,Fees,Metro Loans,CA,73125,LOS ANGELES,N/A,,No,40.630356012186674,-99.6908160013637,Unknown
100549,2023-09-30,2023-09-25,Mortgage ,Interest rate,Billing disputes,Acme Bank,PA,47670,Unknown,Closed with explanation,N,No,40.7180349232867,-86.65185548580907,Closed
100550,2023-01-07,2023-02-25,Bank account,,Incorrect information,Metro Loans,NC,15477,,,Yes,N/A,32.28609817253796,-106.12166589172303,Resolved
100550,2023-02-17,2023-04-13,N/A,N/A,Fees,N/A,NY,10317,N/A,In progress,Y,N/A,40.16676678213223,-92.02582277869095,Closed
100552,2023-08-16,2023-08-21,CREDIT reporting,N/A,Incorrect information,United Credit,,58606,Unknown,In progress,N,No,44.88716056484701,-105.02883149787591,In Progress
100553,2023-12-28,2024-02-07,CREDIT reporting,,Fees,United Credit,OH,69962,Atlanta,In progress,No,N,40.17544037790483,-92.59123363247666,Closed
100554,2024-02-17,2024-03-17,mortgage,Rewards,N/A,United Credit,  ,123,Columbus,Closed with explanation,FALSE,N,49.191240193738864,-102.26135250769659,In Progress
100555,2023-08-04,2023-08-03,debt collection,,N/A,United Credit,OH,74839, new york ,N/A,Unknown,Y,24.25618667333263,-100.7654917485569,Resolved
100556,2023-05-28,2023-07-21,Credit  Card,Rewards,,United Credit,TX,78106,Philadelphia,Closed with explanation,,No,33.60436611038096,-90.14866342488722,Resolved
100557,2024-04-29,2024-06-19,Debt  collection,Rewards,Incorrect information,United Credit,NY,88476,Detroit,Unknown,,Yes,49.82539233061661,-90.869751923175,Open
100558,2023-08-18,2023-09-18,CREDIT CARD,Collections,Billing disputes,N/A,GA,98437,N/A,,,TRUE,45.88418433284695,-100.00427985404585,Open
100559,2023-06-07,2023-07-18,,Fixed loan,Other,Acme Bank,GA,89630,Chicago,In progress,Yes,Yes,43.283581978864014,-103.06623669994785,Closed
100560,2023-08-10,2023-08-30,bank Account,Collections,Collection harassment,Acme Bank,  ,81617,miami,In progress,TRUE,TRUE,48.13250784563621,-82.35852415518346,Unknown
100561,2023-01-07,2023-02-22,Bank account,,Collection harassment,Metro Loans,N/A,48787,N/A,Unknown,TRUE,Yes,26.08409484908761,-92.4566918850203,Closed
100562,2023-05-31,2023-06-23,Bank account,Rewards,Collection harassment,N/A,TX,55340,Charlotte,,Yes,No,45.06927463905975,-102.26141808657884,Resolved
100563,2023-09-15,2023-11-13,mortgage,Fixed loan,Collection harassment,Northstar Finance,IL,65443,Philadelphia,Closed with explanation,No,Yes,46.950591136935955,-104.88084363289755,In Progress
100564,2024-04-04,2024-04-03,Student  loan,,Collection harassment,Northstar Finance,TX,25250,Miami,In progress,TRUE,N,34.88909883676985,999.0,In Progress
100565,2024-01-05,2024-01-11,student loan,Fixed loan,Fees,N/A,CA,70987,,Closed,FALSE,Y,57.90465982523858,-97.1959991394684,Open
100566,2024-01-26,2024-03-23,Student Loan,Fixed loan,Billing disputes,United Credit,NY,  ,N/A,Closed with explanation,No,Y,40.874442748434404,-99.98552995126086,In Progress
100567,2023-09-30,2023-10-13,Debt Collection,Fixed loan,Fees,Unknown,CA,56817,LOS ANGELES,Closed with explanation,N,Y,24.150616702440214,-97.20024824437405,Unknown
100568,2023-02-25,2023-03-12,Credit Reporting,N/A,Identity theft,Northstar Finance,GA,85086,Charlotte,N/A,Yes,N/A,42.168903985536275,-94.97203125363008,Unknown
100568,2023-07-15,2023-08-30,debt collection,Rewards,Collection harassment,Acme Bank,TX,71844,Chicago,Unknown,Yes,N,34.460979790074205,-98.9168914743077,Closed
100570,2024-05-13,2024-05-20,Student  loan,N/A,Incorrect information,Metro Loans,TX,93916,Charlotte,N/A,TRUE,,47.65496691750663,-86.31313133157005,Resolved
100571,2023-01-23,2023-02-20,Credit  Card,,Other,United Credit,CA,97885,miami,Closed,TRUE,No,43.33560823373909,-85.75661523788013,Closed
100572,2024-03-15,2024-03-28,mortgage,,Fees,Unknown,,999999,New York,In progress,,N,35.314545494066664,-93.031118807982,Unknown
100573,2023-12-09,2023-12-16,bank Account,Adjustable loan,Fees,Metro Loans,NC,36811,New York,,Unknown,Yes,50.01716342784027,-84.60281009504372,Resolved
100574,2023-05-22,2023-07-18,bank Account,Fixed loan,Other,United Credit,Unknown,27006,N/A,,No,Y,46.07615914185517,-98.26503231861777,Unknown
100575,2024-01-24,2024-01-31,,Adjustable loan,Incorrect information,Northstar Finance,CA,36937,LOS ANGELES,Closed with explanation,Y,Yes,33.704560086225285,-91.44668994995384,Unknown
100576,2024-02-23,2024-02-24,Mortgage ,Interest rate,,Northstar Finance,TX,74131,Detroit,N/A,,Yes,38.43568443607407,-88.30543681128057,Closed
100577,2023-01-22,2023-03-01,Credit Reporting,N/A,Incorrect information,Unknown,OH,87785,Unknown,N/A,Yes,No,43.11841753534856,-88.15961719983389,In Progress
100578,2023-02-23,2023-04-15,MORTGAGE,Fixed loan,Other,Northstar Finance,MI,89213,Detroit,In progress,,No,36.950157160591644,-89.19000852261655,Resolved
100579,2023-11-29,2023-12-02,bank Account,,Collection harassment,Metro Loans,CA,71557,Charlotte,In progress,Unknown,Y,37.15920417306921,-92.03810805918314,Closed
100580,2024-05-14,2024-06-24,credit reporting,Rewards,Billing disputes,Unknown,TX,71290,Chicago,Unknown,Yes,FALSE,39.757075197851385,-78.77871884361913,  
100581,2023-01-12,2023-02-11,bank Account,,Incorrect information, ,PA,95673,miami,,No,No,32.039409911738275,-103.7469578526549,Resolved
100582,2023-11-29,2024-01-16,BANK ACCOUNT,Collections,Incorrect information,Northstar Finance,NY,71716,miami,Closed,FALSE,TRUE,23.870642629961225,-99.9022078756021,Closed
100583,2023-03-10,2023-03-13,credit reporting,N/A,,Acme Bank,PA,22687,Miami,,N,Y,41.173944036324265,-100.49510476650134,In Progress
100584,2023-11-22,2024-01-19,Unknown,Rewards,Billing disputes,Unknown,,123,LOS ANGELES,,Unknown,N,25.5777003549337,-102.03067144763808,  
100585,2023-11-08,2023-12-13,Debt  collection,Fixed loan,Unknown,N/A,GA,42280,LOS ANGELES,Closed with explanation,TRUE,N/A,32.548729077986955,-118.23772043414935,In Progress
100586,2023-02-15,2023-04-05,debt collection,Fixed loan,Collection harassment,United Credit,OH,67327,Los Angeles,Closed,FALSE,N,27.098923487359997,-84.60135194291752,  
100587,2023-12-07,2023-12-25,Credit  Card,Fixed loan,Identity theft,N/A,OH,  ,Houston,In progress,No,Y,27.960888865670878,-108.61040459046276,Unknown
100588,2024-03-24,2024-05-19,bank Account,Rewards,Billing disputes,Northstar Finance,Unknown,36493,Detroit,N/A,Y,No,42.484486218835045,-96.65185091253902,In Progress
100589,2024-03-07,2024-04-11,credit reporting,Fixed loan,Fees, ,GA,36972,Detroit,Closed,No,No,37.943842844579486,-112.56861177674887,Unknown
100590,2023-01-15,2023-01-18,Debt  collection,Adjustable loan,Identity theft,Unknown,GA,17992, new york ,In progress,No,,37.69119681172314,-92.14284269280262,In Progress
100591,2023-05-03,2023-06-26,Unknown,Collections,Other,United Credit,Unknown,123,Philadelphia,Closed with explanation,Yes,FALSE,30.288687514631935,-106.20396035940198,Resolved
100592,2023-05-01,2023-06-16,CREDIT CARD,Interest rate,Collection harassment,Metro Loans,TX,  ,,Closed with explanation,Unknown,Y,34.909056378130074,-109.70961924109056,  
100593,2023-08-15,2023-08-29,debt collection,Fixed loan,Other,United Credit,CA,68961,Atlanta,In progress,Yes,N,42.13518611447131,-96.40656535518293,Open
100594,2023-03-13,2023-04-12,mortgage,Collections,N/A,Acme Bank,OH,94882,Chicago,N/A,TRUE,TRUE,39.13538914285449,-105.35734580482628,  
100595,2024-03-03,2024-03-23,CREDIT reporting,Rewards,Other,Acme Bank,IL,93367,Los Angeles,In progress,TRUE,Yes,45.2587184272939,-104.09159096086373,Resolved
100596,2024-01-24,2024-02-23,bank Account,,Billing disputes,FinServ Co,TX,87113,Unknown,In progress,Yes,N/A,46.2556440848814,-96.6321038480038,Resolved
100597,2024-02-09,2024-04-06,,,Identity theft,Metro Loans,CA,26171,LOS ANGELES,In progress,,,37.734460992192524,-90.35010546365582,Unknown
100598,2023-04-10,2023-06-02,Credit card ,Rewards,Billing disputes,Northstar Finance,N/A,40051,Atlanta,N/A,TRUE,TRUE,26.534254998556555,-106.53400487871711,In Progress
100599,2023-01-08,2023-01-17,Credit Reporting,Rewards,Collection harassment,Acme Bank,NC,15173,Chicago,Unknown,No,FALSE,34.20348570653648,-108.26192473991499,Unknown
100600,2024-03-31,2024-05-28,credit reporting,,Fees,United Credit,MI,999999,Los Angeles,N/A,No,Yes,38.816175033891156,-98.11516333317725,Resolved
100601,2023-05-25,2023-06-17,Student Loan,Interest rate,N/A,FinServ Co,CA,30795,Houston,Closed with explanation,FALSE,N/A,34.0645906359712,-92.95747419741917,Closed
100602,2023-11-25,2024-01-04,,N/A,Identity theft,United Credit,IL,35212,Los Angeles,Closed with explanation,TRUE,FALSE,32.117630520663724,-83.72244808139375,Resolved
100603,2024-03-30,2024-05-13,Credit card ,Fixed loan,Fees, ,NC,11385,Charlotte,In progress,N,N/A,39.988265989564404,-109.063295982937,Closed
100604,2023-01-19,2023-02-14,Credit  Card,Adjustable loan,Identity theft,N/A,GA,ABCDE,Chicago,Closed,N,,56.51212171913296,-101.5296710127038,Unknown
100605,2023-01-03,2023-01-27,Student Loan,Interest rate,Fees,Unknown,MI,  ,Houston,N/A,Yes,TRUE,36.08268356574538,-86.59213974924745,Open
100606,2023-01-03,2023-01-27,Student Loan,Collections,Fees,Unknown,MI,69022,Miami,Unknown,Yes,Y,39.48035903255758,-78.61905463861281,In Progress
100607,2023-03-20,2023-05-10,Student  loan,Rewards,Identity theft,Acme Bank,PA,68819,LOS ANGELES,Closed,TRUE,FALSE,30.315748859383078,-108.28090999308753,  
100608,2023-01-26,2023-02-15,Credit card ,Adjustable loan,Unknown,N/A,,97001,Atlanta,In progress,Y,TRUE,48.203807385290595,-105.7381191980665,Open
100609,2024-02-14,2024-02-27,,Adjustable loan,Incorrect information,FinServ Co,FL,  ,Houston,Closed,Y,N,45.623201303459965,-94.53899905390139,In Progress
100610,2023-10-30,2023-11-17,credit reporting,Interest rate,Fees,FinServ Co,CA,40840,LOS ANGELES,In progress,N,FALSE,45.14013897626142,-104.12743142193086,Resolved
100611,2024-05-05,2024-05-12,credit reporting,Adjustable loan,Unknown,Acme Bank,N/A,37754,Atlanta,In progress,TRUE,N/A,49.01857067913322,-105.94231754509951,In Progress
100612,2024-02-05,2024-02-25,student loan,Fixed loan,Incorrect information,Unknown,NY,59631,Houston,Closed with explanation,Y,No,36.50861051713635,-95.90529393631093,  
100613,2024-04-26,2024-04-28,N/A,Collections,Fees,FinServ Co,FL,00000,LOS ANGELES,N/A,Y,TRUE,37.38307526108065,-82.85580046260222,Closed
100613,2023-04-30,2023-04-30,Credit card ,Rewards,Identity theft,FinServ Co,CA,81102,N/A,Closed,Y,,51.46914972320655,-111.44482295099385,In Progress
100615,2023-05-24,2023-07-05,Credit card ,N/A,Fees,United Credit,FL,60456,Charlotte,Unknown,FALSE,Y,43.92909672061191,-83.36665892220486,Closed
100616,2024-02-29,2024-02-29,student loan,N/A,Unknown,Unknown,PA,31059,N/A,Unknown,Yes,Y,23.96544725059087,-104.09769218582888,Resolved
100617,2023-05-03,2023-06-03,Credit Reporting,Collections,Billing disputes,N/A,CA,60825,Miami,Closed,Unknown,Yes,42.68374682945907,-94.89208078741801,Unknown
100618,2023-01-29,2023-03-15,BANK ACCOUNT,N/A,Identity theft,FinServ Co,OH,96767,Detroit,,TRUE,Y,-200.0,-82.44149278898139,Closed
100619,2023-12-01,2024-01-12,mortgage,Adjustable loan,Identity theft,Northstar Finance,N/A,62097, ,Closed with explanation,No,TRUE,45.7872027725966,-95.09676407697887,In Progress
100620,2024-02-05,2024-02-28,Student Loan,,Billing disputes,N/A,CA,63315,Unknown,N/A,,N/A,42.357333285941216,-101.32491048199188,Closed
100621,2024-04-29,2024-05-06,Credit card ,,Other,Acme Bank,N/A,25839,Unknown,Unknown,Unknown,TRUE,27.316200651840404,-91.16824377305261,Closed
100622,2024-04-08,2024-06-02,Student  loan,Fixed loan,Identity theft,United Credit,PA,10710,,N/A,Yes,Y,41.381811193468344,-100.0816620233244,Unknown
100623,2023-03-02,2023-04-20,Credit Reporting,Interest rate,Collection harassment,Acme Bank,NC,28862,Detroit,N/A,No,,40.97439409076125,-93.13648950405386,  
100624,2024-01-22,2024-02-25,student loan,Fixed loan,Other,Metro Loans,OH,12263, new york ,In progress,No,No,42.044237405253504,-100.39680998377818,Unknown
100625,2024-02-28,2024-02-28,Credit Reporting,N/A,Collection harassment,Unknown,IL,50702,LOS ANGELES,Closed with explanation,Yes,No,43.52870196339316,-89.73847103010961,Resolved
100626,2023-12-16,2023-12-13,Bank account,N/A,N/A,N/A,CA,89398,LOS ANGELES,Unknown,FALSE,TRUE,49.97176171875212,-112.29231692550215,Resolved
100627,2024-02-14,2024-02-29,Debt Collection,Fixed loan,Billing disputes,United Credit,NC,  , new york ,,No,,42.39722292730009,-108.48521624093675,  
100628,2024-02-23,2024-02-28,MORTGAGE,Interest rate,Incorrect information,United Credit,N/A,68074,Houston,Unknown,N,No,39.66028922332125,-112.43928424867946,Resolved
100629,2023-08-12,2023-10-01,credit reporting,,Collection harassment,United Credit,GA,87005,Unknown,Closed with explanation,,Yes,47.53577287931758,-98.91429429196339,  
100630,2023-01-21,2023-01-29,student loan,Rewards,Fees,Unknown,NC,78675,New York,Closed,TRUE,FALSE,55.199185065128376,-113.6453821880977,Closed
100631,2023-08-17,2023-08-30,Credit  Card,Interest rate,Billing disputes,N/A,MI,  ,Columbus,Unknown,FALSE,TRUE,45.90549527917663,-105.2683157506682,Open
100632,2023-04-11,2023-06-08,CREDIT reporting,Fixed loan,Fees,Acme Bank,PA,80560,Columbus,Unknown,Yes,FALSE,40.94344288765663,-400.0,In Progress
100633,2023-02-26,2023-04-15,Credit card ,N/A,Collection harassment,Metro Loans,CA,35250,N/A,In progress,Unknown,N,42.52771384838243,-83.55323770461176,Open
100633,2023-03-04,2023-03-13,Bank account,Adjustable loan,Collection harassment,Unknown,GA,47840,Los Angeles,Closed,Yes,Yes,41.292306315787805,-108.25680352175839,Open
100635,2023-12-15,2024-01-03,Credit  Card,Fixed loan,Incorrect information,Metro Loans,N/A,45908,Atlanta,In progress,FALSE,Y,39.62962890691329,-111.21545702923342,Open
100636,2023-09-10,2023-10-08,BANK ACCOUNT,Adjustable loan,Identity theft,Northstar Finance,IL,81874,Philadelphia,Closed with explanation,FALSE,N,54.65619582054467,-95.8666146623423,Open
100637,2023-09-27,2023-11-04,debt collection,Fixed loan,Identity theft,Acme Bank,N/A,46789,Los Angeles,Closed with explanation,N,N,34.256626379784976,-81.48178845438339,  
100638,2024-01-08,2024-03-03,Debt Collection,Rewards,Identity theft,FinServ Co,  ,94376,Chicago,Closed with explanation,,N/A,47.5843407976989,-99.51067079245685,Resolved
100639,2023-10-02,2023-11-22,BANK ACCOUNT,Collections,Incorrect information,Unknown,FL,26795,Columbus,Unknown,Unknown,No,38.619001401095986,-98.73719306477064,Unknown
100640,2023-11-12,2024-01-09,Student Loan,Collections,Identity theft,Northstar Finance,NC,25495, ,Closed with explanation,Yes,Y,29.137065809028933,-85.44242538921523,Closed
100641,2023-02-13,2023-02-10,,Adjustable loan,Incorrect information,,,74454,Columbus,N/A,Unknown,No,38.181775794894456,-89.56770661783554,Closed
100642,2024-03-01,2024-03-11,CREDIT reporting,Interest rate,Billing disputes,Acme Bank,OH,999999,Unknown,Closed,No,TRUE,35.6725691637226,-94.09585015388107,In Progress
100643,2023-08-13,2023-09-13,Debt  collection,,Identity theft,United Credit,MI,123,LOS ANGELES,Unknown,,,43.54304122892361,-104.17340728400193,  
100644,2023-03-19,2023-03-17,Credit  Card,Interest rate,Identity theft,Unknown,N/A,37700,,Closed with explanation,,N/A,40.139101558609994,999.0,Unknown
100645,2024-02-11,2024-02-29,Unknown,Rewards,Billing disputes,Northstar Finance,NC,ABCDE,,,TRUE,No,32.34581195446422,-111.95784095352687,  
100645,2024-01-03,2024-01-07,Credit  Card,Rewards,Other,Unknown,  ,38934,LOS ANGELES,Closed with explanation,,N,49.79705539442801,-104.58675549392598,Resolved
100647,2023-01-27,2023-03-23,student loan,N/A,Collection harassment,Acme Bank,  ,51996,LOS ANGELES,,,FALSE,47.13093803133007,-84.0353734904475,Unknown
100648,2023-04-07,2023-04-06,bank Account,Adjustable loan,Other,Unknown,  ,999999,Houston,Closed with explanation,TRUE,Yes,50.60238872467481,-85.33007315258878,Closed
100649,2023-01-08,2023-01-12,MORTGAGE,Rewards,Fees,Northstar Finance,  ,92983,N/A,Closed with explanation,No,FALSE,41.15875264847681,-93.97515300664624,In Progress
100650,2023-05-16,2023-05-23,Debt  collection,N/A,Billing disputes,FinServ Co,FL,87733,New York,Closed with explanation,N,No,39.249868522035165,-117.64353721376658,Closed
100651,2023-02-19,2023-02-23,Student  loan,Interest rate,Other,Metro Loans,NY,79752,LOS ANGELES,Unknown,Unknown,Yes,44.42492337833035,-110.4322152798315,Open
